sme3Db,29072,29072,2081063
rajat28,87200,87200,607235
waveguide3D,21040,21040,303468
c-67b,57984,57984,531935
ted_A_unscaled,10608,10608,424587
vsp_befref_fxm_2_4_air02,14112,14112,196448
delaunay_n15,32768,32768,196548
msc23052,23056,23056,1154814
g7jac180sc,53376,53376,747276
mark3jac040sc,18304,18304,113435
3dtube,45344,45344,3213618
car4,16384,33056,63724
cs4,22512,22512,87716
ecl32,52000,52000,380415
TSOPF_FS_b39_c19,76224,76224,1977600
scagr7-2r,32848,46688,120141
se,32768,32768,98300
delaunay_n14,16384,16384,98244
jan99jac080,27536,27536,171522
cage10,11408,11408,150645
rajat09,24496,24496,105573
kim1,38416,38416,933195
lhr34,35152,35152,764014
conf5_4-8x8-20,49152,49152,1916928
co9,10800,22928,109651
TSOPF_FS_b300_c3,84416,84416,13135930
c-66,50000,50000,499007
p2p-Gnutella24,26528,26528,65369
pwt,36528,36528,326107
raefsky4,19792,19792,1328611
pkustk04,55600,55600,4218660
lhr11c,10976,10976,233741
Chebyshev4,68128,68128,5377761
skirt,12608,12608,196520
net4-1,88352,88352,2441727
mark3jac120,54944,54944,342475
south31,18432,36336,112398
blockqp1,60016,60016,640033
scrs8-2r,14368,27696,58439
bcsstk29,14000,14000,619488
TF17,38144,48640,586218
2D_27628_bjtcai,27632,27632,442898
ncvxqp7,87504,87504,574962
sinc15,11536,11536,568526
p2p-Gnutella25,22688,22688,54705
lowThrust_10,18272,18272,222005
mark3jac060sc,27456,27456,170695
dbic1,43200,226320,1081843
mosfet2,47008,47008,1499460
pkustk07,16864,16864,2418804
pkustk03,63344,63344,3130416
192bit,13696,13696,154303
a0nsdsil,80016,80016,355034
bcsstk36,23056,23056,1143140
Si34H36,97584,97584,5156379
bayer04,20560,20560,159082
rim,22560,22560,1014951
dictionary28,52656,52656,178076
pkustk10,80688,80688,4308984
mk12-b4,62384,51984,311850
spal_004,10208,321696,46168124
rajat15,37264,37264,443573
ted_AB,10608,10608,522387
fem_filter,74064,74064,1731206
c-43,11136,11136,123675
ns3Da,20416,20416,1679599
light_in_tissue,29296,29296,406084
pct20stif,52336,52336,2698463
c-55,32784,32784,403450
fxm3_16,41344,85584,392252
crankseg_2,63840,63840,14148858
sit100,10272,10272,61046
nd12k,36000,36000,14220946
biplane-9,21712,21712,84076
viscorocks,37776,37776,1162244
lowThrust_13,18480,18480,224897
TSOPF_RS_b678_c1,18704,18704,4396289
bcsstk32,44624,44624,2014701
dawson5,51552,51552,1010777
bayer01,57744,57744,277774
wing_nodal,10944,10944,150976
thread,29744,29744,4470048
ship_001,34928,34928,4644230
Trefethen_20000,20000,20000,554466
pkustk02,10800,10800,810000
g7jac060sc,17744,17744,203316
mri1,65536,147456,589824
ABACUS_shell_md,23424,23424,218484
GL7d24,21088,105056,593892
ford1,18736,18736,101576
IG5-16,18848,18496,588326
jan99jac060,20624,20624,127182
TSOPF_FS_b162_c1,10800,10800,608540
k3plates,11120,11120,378927
bcsstm35,30240,30240,20619
vt2010,32592,32592,155598
TSOPF_FS_b300_c1,29216,29216,4400122
ncvxqp1,12112,12112,73963
crystk02,13968,13968,968583
cvxbqp1,50000,50000,349968
net100,29920,29920,2033200
TSOPF_RS_b162_c4,20384,20384,812749
bips07_3078,21136,21136,75729
shallow_water2,81920,81920,327680
gupta2,62064,62064,4248286
lhr71c,70304,70304,1528092
av41092,41104,41104,1683902
dbir2,18912,45888,1158159
fd18,16432,16432,63406
fome21,67760,216352,465294
a2nnsnsl,80016,80016,347222
ex3sta1,16784,16784,678998
Zd_Jac3,22848,22848,1916152
wang4,26080,26080,177196
Pres_Poisson,14832,14832,715804
ge,10112,16384,44825
c-72,84064,84064,707558
bcsstk35,30240,30240,1450163
wing,62032,62032,243088
bcsstm37,25504,25504,15525
t60k,60016,60016,178880
ted_B_unscaled,10608,10608,144579
bloweybl,30016,30016,120000
fe_sphere,16400,16400,98304
std1_Jac3_db,21984,21984,531826
ABACUS_shell_ud,23424,23424,218484
lp_ken_11,14704,21360,49058
g7jac100,29616,29616,384636
venkat50,62432,62432,1717792
ex19,12016,12016,259879
bcsstk18,11952,11952,149090
TSOPF_RS_b2052_c1,25632,25632,6761100
cti,16848,16848,96464
Trefethen_20000b,20000,20000,554435
venkat25,62432,62432,1717792
mark3jac060,27456,27456,170695
IG5-15,11376,12000,323509
HEP-th-new,27776,27776,352807
SiO,33408,33408,1317655
pkustk01,22048,22048,979380
mimo8x8_system,13312,13312,48872
ak2010,45296,45296,217098
nmos3,18592,18592,386594
bodyy4,17552,17552,121938
ramage02,16832,16832,2866352
sctap1-2r,28832,63440,186366
stokes64,12560,12560,140034
lp_stocfor3,16688,23552,76473
crack,10240,10240,60760
c-64,51040,51040,717841
world,34512,67152,198883
vsp_c-60_data_cti_cs4,85840,85840,482160
mark3jac140,64096,64096,399735
af23560,23568,23568,484256
mult_dcop_03,25200,25200,193216
shermanACb,18512,18512,145149
lp_nug30,52272,379360,1567800
Zd_Jac6_db,22848,22848,663643
c-51,23200,23200,203050
onera_dual,85568,85568,419201
c-63,44240,44240,434704
srb1,54928,54928,2962152
n4c6-b12,25616,69248,332865
c-44,10736,10736,85000
ri2010,25184,25184,125750
tuma2,12992,12992,49365
gas_sensor,66928,66928,1703365
c-45,13216,13216,174452
jan99jac060sc,20624,20624,127182
lp_pds_10,16560,49936,107605
RFdevice,74112,74112,365580
ted_B,10608,10608,144579
p2p-Gnutella04,10880,10880,39994
vanbody,47072,47072,2336898
ex35,19728,19728,228208
c-64b,51040,51040,717841
fxm4_6,18896,18896,497844
pkustk12,94656,94656,7512317
baxter,27456,30736,111576
g7jac140sc,41504,41504,565956
g7jac200,59312,59312,837936
t3dh_a,79184,79184,4352105
std1_Jac3,21984,21984,1455848
3D_51448_3D,51456,51456,1056610
mark3jac140sc,64096,64096,399735
stokes128,49680,49680,558594
worms20_10NN,20064,20064,240826
circuit_4,80224,80224,307604
descriptor_xingo6u,20752,20752,73916
TSOPF_RS_b300_c1,14544,14544,1474325
bloweya,30016,30016,150009
cca,49152,49152,139264
Chevron2,90256,90256,803173
m3plates,11120,11120,6639
aug2dc,30208,30208,80000
nasasrb,54880,54880,2677324
circuit_3,12128,12128,48137
obstclae,40000,40000,197608
jnlbrng1,40000,40000,199200
aug3d,24304,24304,69984
Oregon-1,11504,11504,46818
lowThrust_12,18464,18464,224593
bcsstk30,28928,28928,2043492
nopoly,10784,10784,70842
L-9,17984,17984,71192
rgg_n_2_16_s0,65536,65536,684254
TF18,95376,123872,1597545
g7jac180,53376,53376,747276
soc-sign-Slashdot090216,81872,81872,545671
rajat08,19376,19376,83443
dixmaanl,60000,60000,299998
lhr11,10976,10976,233741
crystm02,13968,13968,322905
ct20stif,52336,52336,2698463
mod2,34784,66416,199810
ncvxbqp1,50000,50000,349968
lp_nug20,15248,72608,304800
vsp_barth5_1Ksep_50in_5Kout,32224,32224,203610
s3dkq4m2,90464,90464,4820891
ex11,16624,16624,1096948
bayer02,13936,13936,63679
chipcool0,20096,20096,281150
sc205-2r,35216,62432,123239
Oregon-2,11808,11808,65460
bcsstm39,46784,46784,46772
stufe-10,24016,24016,92828
tsyl201,20688,20688,2454957
fe_tooth,78144,78144,905182
c-56,35920,35920,380900
msc10848,10848,10848,1229778
pds-40,66848,217536,466800
t2dah,11456,11456,176117
cz20468,20480,20480,206076
wang3,26064,26064,177168
TSOPF_RS_b162_c3,15376,15376,610299
rajat27,20640,20640,99777
TSOPF_RS_b300_c3,42144,42144,4413449
c-58,37600,37600,552557
ca-AstroPh,18784,18784,396160
mark3jac120sc,54944,54944,342475
bloweybq,10016,10016,69991
finance256,37376,37376,298496
ifiss_mat,96320,96320,3599932
g7jac120,35552,35552,475296
lowThrust_4,13568,13568,160947
conf5_4-8x8-10,49152,49152,1916928
c-50,22416,22416,193625
net125,36720,36720,2577200
trdheim,22112,22112,1935324
laminar_duct3D,67184,67184,3833077
gupta3,16784,16784,9323427
sctap1-2b,15392,33872,99454
FA,10624,10624,72176
g7jac080,23680,23680,293976
ted_AB_unscaled,10608,10608,522387
ckt11752_tr_0,49712,49712,333029
Zd_Jac2_db,22848,22848,676439
g7jac040,11792,11792,114671
torsion1,40000,40000,197608
bcircuit,68912,68912,375558
c-69,67472,67472,623970
nd24k,72000,72000,28715634
c-70,68928,68928,658986
crystm03,24704,24704,583770
crack_dual,20144,20144,60086
HEP-th,27248,27248,342437
lpl1,32464,32464,328036
fe_rotor,99632,99632,1324862
poisson3Db,85632,85632,2374949
cond-mat,16736,16736,95188
g7jac100sc,29616,29616,384636
linverse,12000,12000,95977
chipcool1,20096,20096,281150
mk11-b4,10400,17328,51975
mk12-b5,10400,62384,62370
tube1,21504,21504,897056
barth5,15616,15616,61484
boyd1,93280,93280,1211231
c-68,64816,64816,566006
vsp_msc10848_300sep_100in_1Kout,22000,22000,2442056
pdb1HYS,36432,36432,4344765
mycielskian15,24576,24576,11111110
vfem,93488,93488,1434636
shock-9,36480,36480,142580
xingo_afonso_itaipu,13264,13264,48735
cond-mat-2005,40432,40432,351386
vsp_sctap1-2b_and_seymourl,40176,40176,281662
lhr10c,10672,10672,232633
cbuckle,13696,13696,676515
brack2,62640,62640,733118
g7jac160sc,47440,47440,656616
venkat01,62432,62432,1717792
oilpan,73760,73760,3597188
pkustk05,37168,37168,2205144
lhr17,17584,17584,381975
soc-Slashdot0902,82176,82176,948464
jan99jac100,34464,34464,215862
pds10,16560,16560,149658
psse2,28640,11040,115262
c-54,31808,31808,391693
Zd_Jac6,22848,22848,1711983
t3dl,20368,20368,509866
wy2010,86208,86208,427586
sd2010,88368,88368,410722
graphics,29504,11824,117954
ASIC_100ks,99200,99200,578890
c-52,23952,23952,202716
sme3Dc,42944,42944,3148656
epb1,14736,14736,95053
ca-HepPh,12016,12016,237010
me2010,69520,69520,335476
aug2d,29008,29008,76832
jan99jac120sc,41376,41376,260202
onetone2,36064,36064,227628
mimo46x46_system,13264,13264,48735
s3dkt3m2,90464,90464,3753461
hangGlider_3,10272,10272,92703
lhr14c,14272,14272,307858
tandem_dual,94080,94080,460493
bcsstm25,15440,15440,15439
consph,83344,83344,6010480
memplus,17760,17760,126150
c-47,15344,15344,211401
qpband,20000,20000,45000
crankseg_1,52816,52816,10614210
OPF_10000,43888,43888,467711
conf6_0-8x8-20,49152,49152,1916928
windscreen,22704,22704,1482390
smt,25712,25712,3753184
juba40k,40352,40352,144945
mark3jac100sc,45776,45776,285215
rma10,46848,46848,2374001
flower_8_4,55088,125376,375266
onetone1,36064,36064,341088
rlfprim,58880,62720,320591
g7jac200sc,59312,59312,837936
hi2010,25024,25024,124126
lp_pds_20,33888,108176,232647
olafu,16160,16160,1015156
c-48,18368,18368,166080
ncvxqp5,62512,62512,424966
TSOPF_RS_b39_c30,60112,60112,1079986
EAT_SR,23232,23232,325589
apache1,80800,80800,542184
ccc,49152,49152,147456
t3dl_e,20368,20368,20360
lhr34c,35152,35152,764014
bratu3d,27792,27792,173796
jan99jac120,41376,41376,260202
vsp_bcsstk30_500sep_10in_1Kout,58352,58352,4033156
cz40948,40960,40960,412148
GaAsH6,61360,61360,3381809
c-62,41744,41744,559343
c-60,43648,43648,298578
gyro_m,17376,17376,340431
TSOPF_RS_b39_c19,38112,38112,684206
hangGlider_5,16016,16016,155246
Zd_Jac2,22848,22848,1642833
brainpc2,27616,27616,179395
poli_large,15584,15584,33074
rajat17,94304,94304,641159
tuma1,22976,22976,87760
shallow_water1,81920,81920,327680
case39,40224,40224,1042160
2D_54019_highK,54032,54032,996414
lhr14,14272,14272,307858
xingo3012,20944,20944,74386
crystk03,24704,24704,1751178
Ga3As3H12,61360,61360,5970947
lowThrust_5,16272,16272,198369
enron,69248,69248,276143
ASIC_100k,99344,99344,954163
bbmat,38752,38752,1771722
qa8fk,66128,66128,1660579
bcsstk25,15440,15440,252241
c-71,76640,76640,859554
garon2,13536,13536,390607
s4dkt3m2,90464,90464,3753461
finan512,74752,74752,596992
thermal1,82656,82656,574458
pds-60,99440,336432,719557
bcsstk37,25504,25504,1140977
208bit,24432,24432,299756
copter1,17232,17232,211064
bodyy6,19376,19376,134748
p010,10096,19104,118000
gupta1,31808,31808,2164210
rail_20209,20224,20224,139233
std1_Jac2,21984,21984,1248731
cz10228,10240,10240,102876
p2p-Gnutella30,36688,36688,88328
ted_A,10608,10608,424587
c-42,10480,10480,110285
hvdc1,24848,24848,159981
e18,24624,38608,156466
net50,16320,16320,945200
TSOPF_RS_b300_c2,28352,28352,2943887
vsp_bump2_e18_aa01_model1_crew1,56448,56448,601602
ch7-7-b5,35280,52928,211680
Dubcova2,65040,65040,1030225
epb3,84624,84624,463625
deltaX,68608,21968,247424
soc-Epinions1,75888,75888,508837
vsp_p0291_seymourl_iiasa,10512,10512,107736
pcrystk02,13968,13968,968583
t2dah_e,11456,11456,176117
ABACUS_shell_hd,23424,23424,218484
FEM_3D_thermal1,17888,17888,430740
tandem_vtx,18464,18464,253350
scfxm1-2r,37984,65952,221388
rajat10,30208,30208,130303
EAT_RS,23232,23232,325592
ABACUS_shell_ld,23424,23424,218484
powersim,15840,15840,67562
rajat06,10928,10928,46983
scfxm1-2b,19040,33056,111052
nv1,75472,75472,2449194
rajat07,14848,14848,63913
Maragal_7,46848,26576,1200537
water_tank,60752,60752,2035281
Zd_Jac3_db,22848,22848,713907
net150,43520,43520,3121200
lowThrust_11,18368,18368,223801
olesnik0,88272,88272,744216
t3dh_e,79184,79184,4352105
c-65,48080,48080,360528
igbt3,10944,10944,234006
conf6_0-8x8-80,49152,49152,1916928
e40r0100,17296,17296,553562
TSOPF_RS_b2383,38128,38128,16171169
poli3,16960,16960,37849
lhr71,70304,70304,1528092
rajat22,39904,39904,197264
TSOPF_FS_b9_c6,14464,14464,147972
nug08-3rd,19728,29856,148416
m_t1,97584,97584,9753570
big,13216,13216,91465
crplat2,18016,18016,960946
ct2010,67584,67584,336352
ca-CondMat,23136,23136,186936
mult_dcop_01,25200,25200,193276
IG5-17,30176,27952,1035008
wathen120,36448,36448,565761
net75,23120,23120,1489200
a5esindl,60016,60016,255004
vsp_south31_slptsk,39680,39680,379828
stormg2-27,14448,37488,94274
ww_vref_6405,13264,13264,48737
rajat26,51040,51040,249302
Si5H12,19904,19904,738598
mark3jac080,36624,36624,227955
zeros_nopss_13k,13296,13296,48827
c-66b,50000,50000,499007
foldoc,13360,13360,120238
TSOPF_FS_b39_c7,28224,28224,730080
std1_Jac2_db,21984,21984,498771
pli,22704,22704,1350309
hangGlider_4,15568,15568,149532
invextr1_new,30416,30416,1793881
as-22july06,22976,22976,96872
LFAT5000,20000,20000,79966
TSOPF_RS_b678_c2,35696,35696,8781949
TF16,15440,19328,216173
jan99jac040,13696,13696,82842
jan99jac100sc,34464,34464,215862
viscoplastic2,32784,32784,381326
psse0,26736,11040,102432
TSOPF_FS_b162_c3,30800,30800,1801300
nh2010,48848,48848,234550
whitaker3_dual,19200,19200,57162
fe_4elt2,11152,11152,65636
cage11,39088,39088,559722
lp_osa_60,10288,243248,1408073
bayer10,13440,13440,94926
conf6_0-8x8-30,49152,49152,1916928
ch7-8-b3,58800,11760,235200
li,22704,22704,1350309
pkustk08,22224,22224,3226671
lhr10,10672,10672,232633
fome11,12144,24464,71264
cryg10000,10000,10000,49699
EternityII_E,11088,262144,1503732
helm3d01,32240,32240,428444
pltexpa,26896,70368,143059
dtoc,25008,25008,69972
mark3jac040,18304,18304,113435
IG5-18,47904,41552,1790490
Reuters911,13344,13344,296076
lhr17c,17584,17584,381975
nopss_11k,11696,11696,44941
lowThrust_6,16928,16928,207349
sparsine,50000,50000,1548988
3D_28984_Tetra,28992,28992,599170
TSOPF_FS_b300_c2,56816,56816,8767466
jan99jac040sc,13696,13696,82842
gridgena,48976,48976,512084
Chevron1,37376,37376,330633
as-caida,31392,31392,106762
OPF_3754,15440,15440,158273
PGPgiantcompo,10688,10688,48632
ACTIVSg70K,70000,70000,238627
ibm_matrix_2,51456,51456,1056610
mark3jac100,45776,45776,285215
EternityII_Etilde,10064,204304,1170516
rajat25,87200,87200,607235
mario001,38448,38448,206156
bips07_1998,15072,15072,62198
vsp_model1_crew1_cr42_south31,45104,45104,379952
c-59,41296,41296,480536
bcsstm36,23056,23056,320606
xenon1,48608,48608,1181120
rgg_n_2_15_s0,32768,32768,320480
mimo28x28_system,13264,13264,48737
bundle1,10592,10592,770901
Delor64K,64720,1785360,652140
LeGresley_87936,87936,87936,593276
spmsrtls,30000,30000,229947
fome20,33888,108176,232647
gyro_k,17376,17376,1021159
bips07_1693,13280,13280,49044
case9,14464,14464,147972
nsct,23008,37568,697738
N_reactome,10208,16560,43816
fome12,24288,48928,142528
pattern1,19248,19248,9323432
vsp_vibrobox_scagr7-2c_rlfddd,77328,77328,871172
chem_master1,40416,40416,201201
pds-50,83072,275824,590833
testbig,17616,31232,61639
Ill_Stokes,20896,20896,191368
ch7-6-b4,15120,12608,75600
g7jac040sc,11792,11792,114671
Maragal_6,21264,10160,537694
c-53,30240,30240,372213
TSOPF_FS_b162_c4,40800,40800,2398220
mri2,63248,147456,569160
cvxqp3,17504,17504,122462
karted,46512,133120,1770349
c-62ghs,41744,41744,559343
denormal,89408,89408,1156224
raefsky3,21200,21200,1488768
cant,62464,62464,4007383
nd6k,18000,18000,6897316
g7jac060,17744,17744,203316
lp_ken_13,28640,42672,97246
mycielskian16,49152,49152,33382480
sinc18,16432,16432,973826
vsp_c-30_data_data,11024,11024,124368
poisson3Da,13520,13520,352762
ckt11752_dc_1,49712,49712,333029
wathen100,30416,30416,471601
route,20896,43024,206782
kron_g500-logn16,65536,65536,4912469
minsurfo,40816,40816,203622
stat96v3,33856,1113792,3317736
Franz11,47104,30144,329728
astro-ph,16720,16720,242502
fd15,11536,11536,44206
psse1,14320,11040,57376
rajat18,94304,94304,485143
pfinan512,74752,74752,596992
t2dah_a,11456,11456,176117
fome13,48576,97840,285056
ts-palko,22016,47248,1076903
t3dh,79184,79184,4352105
Zhao1,33872,33872,166453
c-67,57984,57984,531935
struct3,53584,53584,1173694
ncvxqp3,75008,75008,499964
pesa,11744,11744,79566
bcsstk31,35600,35600,1181416
tomographic1,73168,59504,647495
LF10000,20000,20000,99982
email-Enron,36704,36704,367662
pkustk13,94896,94896,6616827
bips07_2476,16864,16864,66498
n4c6-b5,51824,20064,310878
